Title,Year,Authors,ArticleURL,Source,Publisher,Abstract,Cites,CitesURL
Energy efficiency of a quadruped robot with neuro-inspired control in complex environments,2021,"P Arena, L Patanè, S Taffara",https://www.mdpi.com/1996-1073/14/2/433,Energies,mdpi.com,"… the proposed strategy allows for improving the energy performance of the quadruped robot. … As a consequence, all the mechanical, software and hardware details are available on the …",23,"https://scholar.google.com/scholar?cites=7642664873634822742&as_sdt=2005&sciodt=0,5&hl=en"
Adaptive flower pollination algorithm-based energy efficient routing protocol for multi-robot systems,2021,"KJ Singh, A Nayyar, DS Kapoor, N Mittal, ...",https://ieeexplore.ieee.org/abstract/document/9447003/,IEEE …,ieeexplore.ieee.org,"… Structure or composition is defined as the type of hardware and software used for the robot team, and it can be homogeneous (a team of exactly the same robots) or heterogeneous (…",28,"https://scholar.google.com/scholar?cites=11369840773409672610&as_sdt=2005&sciodt=0,5&hl=en"
Design of intelligent power distribution robot system based on machine vision,2021,"W Chen, F Liu",https://iopscience.iop.org/article/10.1088/1742-6596/2083/2/022030/meta,Journal of Physics: Conference Series,iopscience.iop.org,"… The hardware circuit of the whole system is composed of image acquisition module, power module, electric drive module, etc. in the software part, the vertical volume matching method …",1,"https://scholar.google.com/scholar?cites=1700748666309480428&as_sdt=2005&sciodt=0,5&hl=en"
Comparison of control algorithms by simulating power consumption of differential drive mobile robot motion control in vineyard row,2021,"D Hrubý, D Marko, M Olejár, V Cviklovič, ...",https://sciendo.com/pdf/10.2478/ata-2021-0032,Acta Technologica …,sciendo.com,… robot sides. The comparison was carried out using Matlab software and the best results in terms of both power … The designed model for navigating the robot through the vineyard row …,2,"https://scholar.google.com/scholar?cites=4232441191716620473&as_sdt=2005&sciodt=0,5&hl=en"
Intelligent robot inspection system for photovoltaic power station based on plateau environment,2021,"Y Deng, B Liu, Y Gao, B Zhao, Z Yang, ...",https://ieeexplore.ieee.org/abstract/document/9587909/,2021 International …,ieeexplore.ieee.org,"… by photovoltaic power plants in the long-term operation of photovoltaic power plants in … large temperature differences, centered on robot technology, fusion sensor application technology…",4,"https://scholar.google.com/scholar?cites=1690923092686753748&as_sdt=2005&sciodt=0,5&hl=en"
Spiking neuron networks based energy-efficient object detection for mobile robot,2021,"BC Liu, Q Yu, JW Gao, S Zhao, ...",https://ieeexplore.ieee.org/abstract/document/9727350/,2021 China Automation …,ieeexplore.ieee.org,"… Open the Rviz software on the computer side, and then add the camera module of the … Secondly, SNNs on robot platform offer excellent energy efficiency, We compare the energy …",6,"https://scholar.google.com/scholar?cites=3815873883149881086&as_sdt=2005&sciodt=0,5&hl=en"
An energy-efficient approach for 3D printing with a Linear Delta Robot equipped with optimal springs,2021,"G Carabin, L Scalera, T Wongratanaphisan, ...",https://www.sciencedirect.com/science/article/pii/S0736584520302568,Robotics and Computer …,Elsevier,"… of potential elastic energy, stored in compliant elements, into kinetic energy. Indeed, elastic … forms of energy during the robot motion, leading to a reduction of the energy required by the …",49,"https://scholar.google.com/scholar?cites=8973656619579320808&as_sdt=2005&sciodt=0,5&hl=en"
Lateral undulation of the bendable body of a gecko-inspired robot for energy-efficient inclined surface climbing,2021,"W Haomachai, D Shao, W Wang, A Ji, ...",https://ieeexplore.ieee.org/abstract/document/9506933/,IEEE Robotics and …,ieeexplore.ieee.org,"… As a consequence, the robot can climb using … robot experiments on a 3D force measuring platform, we demonstrate that, due to the dynamics of the bendable body movement, the robot …",36,"https://scholar.google.com/scholar?cites=14358258021841880295&as_sdt=2005&sciodt=0,5&hl=en"
A human-robot collaboration framework for improving ergonomics during dexterous operation of power tools,2021,"W Kim, L Peternel, M Lorenzini, J Babič, ...",https://www.sciencedirect.com/science/article/pii/S0736584520302945,Robotics and Computer …,Elsevier,… -robot collaboration that takes into account ergonomic aspects of the human co-worker during power tool … The appropriate robot motion that brings the human into the suitable ergonomic …,104,"https://scholar.google.com/scholar?cites=17161629807402110952&as_sdt=2005&sciodt=0,5&hl=en"
Slam and navigation of electric power intelligent inspection robot based on ROS,2021,"P Lu, W Sun, C An, Q Fu, C Long, ...",https://ieeexplore.ieee.org/abstract/document/9687883/,2021 IEEE 2nd …,ieeexplore.ieee.org,"… The software system of the robot is developed based on Linux (Ubuntu18.04) environment, … The power inspection robot designed in this paper is tested in the actual power station …",3,"https://scholar.google.com/scholar?cites=17365287016650458728&as_sdt=2005&sciodt=0,5&hl=en"
Dynamic power management on a mobile robot,2021,"RDC Techi, PT Aquino",https://ieeexplore.ieee.org/abstract/document/9680818/,2021 6th International Conference on …,ieeexplore.ieee.org,"… The components and circuits related to it must support being controlled in different power states, and be able to communicate with the software responsible to control the state transitions…",3,"https://scholar.google.com/scholar?cites=15797883338229093186&as_sdt=2005&sciodt=0,5&hl=en"
Performance analysis of task allocation for mobile robot exploration under energy constraints,2021,A Soni,https://ieeexplore.ieee.org/abstract/document/9607973/,2021 13th International Conference on Information & …,ieeexplore.ieee.org,… is the energy that the robot emits into its environment. When the robot’s energy level approaches zero … We used Player-Stage Software in our experiment. This simulation tool can create …,1,"https://scholar.google.com/scholar?cites=3318135704641482239&as_sdt=2005&sciodt=0,5&hl=en"
An efficient gait-generating method for electrical quadruped robot based on humanoid power planning approach,2021,"L Zhou, T Li, Z Liu, Y Li",https://link.springer.com/article/10.1007/s42235-021-00089-6,Journal of Bionic Engineering,Springer,"… Based on the above approaches and hardware structure, this work conducts the simulation in terms of the electrical quadruped robot model that is built in the webots software. For the …",13,"https://scholar.google.com/scholar?cites=3876352313700028831&as_sdt=2005&sciodt=0,5&hl=en"
Effect of relative status on responsibility attributions in human–robot collaboration: Mediating role of sense of responsibility and moderating role of power distance …,2021,"X Lei, PLP Rau",https://www.sciencedirect.com/science/article/pii/S0747563221001436,Computers in Human Behavior,Elsevier,"… robot claimed credit for dyadic success but blamed the robot for dyadic failure, whereas participants who cooperated with a peer or subordinate robot … of the humanoid robot increased, …",43,"https://scholar.google.com/scholar?cites=5818551127951120979&as_sdt=2005&sciodt=0,5&hl=en"
A power assistant algorithm based on human–robot interaction analysis for improving system efficiency and riding experience of e-bikes,2021,"DH Kim, D Lee, Y Kim, S Kim, D Shin",https://www.mdpi.com/2071-1050/13/2/768,Sustainability,mdpi.com,"As robots are becoming more accessible in our daily lives, the interest in physical human–robot interaction (HRI) is rapidly increasing. An electric bicycle (E-bike) is one of the best …",7,"https://scholar.google.com/scholar?cites=12585855403949893132&as_sdt=2005&sciodt=0,5&hl=en"
Design and implementation of underwater search for salvage robot power system,2021,"J Qian, Z Xu, Y Luo, N Pan, ...",https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs189603,Journal of Intelligent & …,content.iospress.com,"… All these require the robot’s power system to provide a multi-attitude stable structure in complex shallow waters. According to its dynamic arrangement structure, that is, eight …",5,"https://scholar.google.com/scholar?cites=12925847201591670451&as_sdt=2005&sciodt=0,5&hl=en"
Slipping control of flying-walking power transmission line inspection robot using ANFIS,2021,"Z Li, J Lei, X Qin, J Zhang, B Jia, ...",https://www.spiedigitallibrary.org/conference-proceedings-of-spie/12076/120760C/Slipping-control-of-flying-walking-power-transmission-line-inspection-robot/10.1117/12.2611667.short,"… on Image, Video …",spiedigitallibrary.org,"… To determine the walking state of the robot on the power line, a … is established using ADAMS software to simulate and verify the … for the slipping control of the power line inspection robot. …",1,"https://scholar.google.com/scholar?cites=12241551067255445067&as_sdt=2005&sciodt=0,5&hl=en"
Dynamic model based energy consumption optimal motion planning for high-voltage transmission line mobile robot manipulator,2021,"W Jiang, GC Ye, D Zou, A Zhang, ...",https://journals.sagepub.com/doi/abs/10.1177/1464419320973801,Proceedings of the …,journals.sagepub.com,"… to the robot energy supply and demand, … robot manipulators with energy consumption as the main performance index is one of the current research hotspots, and the research on energy …",15,"https://scholar.google.com/scholar?cites=12668692519978682543&as_sdt=2005&sciodt=0,5&hl=en"
Electromagnetic shielding techniques in the wireless power transfer system for charging inspection robot application,2021,"C Jiao, Y Xu, X Li, X Zhang, Z Zhao, ...",https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/9984595,International Journal of …,Wiley Online Library,… We use the finite element simulation software ANSYS to simulate the ideal working environment of the system. Figure 4 shows the situation where the primary coil and the secondary …,15,"https://scholar.google.com/scholar?cites=7088906116085694370&as_sdt=2005&sciodt=0,5&hl=en"
Teaching a Robot the optimal operation of an Electrical Energy System with high integration of renewable energies,2021,"R Chaer, V Camacho, X Caporale, ...",https://ieeexplore.ieee.org/abstract/document/9647311/,2021 IEEE …,ieeexplore.ieee.org,… techniques for a Robot intended to operate an electrical energy generation system in an … The possibility of exporting surplus energy to the region for 25 USD/MWh was also modeled…,2,"https://scholar.google.com/scholar?cites=12889293141160045270&as_sdt=2005&sciodt=0,5&hl=en"
"Robot-guided lightweight engineering fixtures: process lightweight engineering for more flexible, resource-saving and energy-efficient production",2021,"M Geschonke, M Rössinger, B Hecht, ...",https://ieeexplore.ieee.org/abstract/document/9680849/,2021 6th …,ieeexplore.ieee.org,… in the simulation using the robot paths with different robot sizes and different fixture weights. … were investigated in the simulation software. New robot paths were studied according to …,2,"https://scholar.google.com/scholar?cites=8661461353413736304&as_sdt=2005&sciodt=0,5&hl=en"
Online energy-optimal timing of stochastic robot stations,2021,"M Hovgard, B Lennartson, ...",https://ieeexplore.ieee.org/abstract/document/9613383/,2021 26th IEEE …,ieeexplore.ieee.org,… of reducing the energy use of the movements of robots in industrial robot stations that have … [1] presents a software for reducing the energy use of robots by finding the optimal robot …,2,"https://scholar.google.com/scholar?cites=5625935902031024440&as_sdt=2005&sciodt=0,5&hl=en"
